Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
seram,SERAM,Sa vocation est le développement de relations contractuelles avec le monde industriel.,ocds,,,48.8337682,2.3575288,151 boulevard de l'Hôpital,75013,Paris,1974,http://www.seram.eu,,,,,,,Entreprise
serena-capital,Serena Capital,"Serena Capital est une société d'investissement spécialisée dans le financement d'entreprises à fort potentiel de croissance des secteurs technologiques : internet, mobile,logiciel, services en ligne.",venturecapitalist,ICT,,48.873409,2.32763,21 rue Auber,75009,Paris,2008,http://www.serenacapital.com,,serenacap,,,http://www.linkedin.com/company/486780,,Investisseur
serpikom,Serpikom,,securite,,,48.8179112,1.285429,"Le Brémien, 45 rue des cèdres",27770,Illiers l'Eveque,2006,,,,,,,,Entreprise
setics,Setics,Setics est l’un des principaux cabinets français de conseil indépendants du secteur des télécommunications ; contribue significativement au développement du très haut débit (THD) en permettant à ses clients de prendre les meilleures décisions en matière d’infrastructures numériques.,,,,48.8499732,2.3697692,"7, rue Biscornet",75012,Paris,2000,http://setics.com/index.php,,,,,,,Entreprise
seventhside-games,Seventhside Games,Seventhside Games est un éditeur de jeux géo sociaux pour le web et le mobile.\\n,jeu,socialgaming,geolocalisation,48.865261,2.33459,14 avenue de l'Opéra ,75001,Paris,2011,http://www.7thside.com,,7thSideGames,https://www.facebook.com/SeventhSideGames,,,,Entreprise
seventure-partners,Seventure Partners,,Investisseur,,,48.859541,2.2994213,5 rue de Monttessuy,75007,Paris,1983,,,,,,,,Entreprise
sgs-luxeole-sas,Sgs Luxeole SAS,"Société résolument engagée dans la promotion et mise en œuvre d'applications en énergies renouvelables, plus particulièrement l'éolien urbain et le solaire",energie,,,48.8993004,2.7105333,4 Chemin des Combeaux,77400,Carnetin,2009,http://www.sgs-luxeole.fr,,,,,,,Entreprise
sharewizz,Sharewizz,Sharewizz est un site communautaire de prêt gratuit d'objets entre particuliers.,economiecollaborative,reseausocial,pret,48.886349,2.30293,8 rue Gustave Doré,75017,Paris,2012,http://www.sharewizz.com,,,https://www.facebook.com/Sharewizz,,,,Entreprise
sharypic,Sharypic,Sharypic est une plateforme collaborative et interactive de partage de photos pour les événements.,photo,evenements,collaboration,48.885441,2.37852,6 rue Euryale Dehaynin,75019,Paris,2011,http://www.sharypic.com,,sharypic,https://www.facebook.com/sharypic,,http://www.linkedin.com/company/2111273,,Entreprise
sherpa-engineering,Sherpa Engineering,"Nos projets s’inscrivent dans l'ingénierie système qui regroupe les processus de conception, de réalisation et de validation des systèmes techniques et de leur système de pilotage.",transport,ocds,,48.9058788,2.2359576,12 avenue de Verdun,92250,La-Garenne-Colombes,1998,http://www.sherpa-eng.com,,,,,,,Entreprise
shopwise,Shopwise,Shopwise est une application mobile qui permet aux consommateurs de découvrir les notes et analyses de plus de 30 000 produits alimentaires.,alimentaion,mobile,consommation,48.890709,2.2863,55 rue Anatole France,92300,Levallois Perret,2010,http://www.shopwise.fr,,Shopwisefr,https://www.facebook.com/shopwisefr,,http://www.linkedin.com/company/1337057,,Entreprise
siemens-sas,Siemens SAS,,,,,48.9183058,2.3415372,9 boulevard Finot,93527,Saint Denis,1956,,,,,,,,Entreprise
sien,SIEN,"SIEN est une entreprise éditrice de Software qui développe une large gamme de produits et de services destinés à monétiser l'utilisation du web par le biais de ""virtual goods"" et de distribution d'applications.",,,,48.8520839,2.3874899,20 rue Bouvier,75011,Paris,2007,http://www.sien.com/,,,,,,,Entreprise
sikanmar-interactive,Sikanmar Interactive,"Sikanmar conçoit et édite des produits éducatifs pour la jeunesse, sur le thème de la connaissance du monde. Des Apps numériques, des Ebooks enrichis et des livres imprimés interactifs. Une véritable collection transmédia : Jo et Moi autour du monde.",,,,48.878809997000474,2.2409600000004275,26 rue Voltaire,92800,Puteaux,2009,http://www.joetmoi.com,editions@sikanmar.com,joetmoi,http://www.facebook.com/joetmoi,,,,Entreprise
silicom,Silicom,"Systèmes de Communications et d’Information, Systèmes de transmissions et connectivité sans fil, Management et optimisation du spectre, Radionavigation",telecoms,,,48.762895,2.075323,"15 boulevard des Chenes, Immeuble JANUS – Parc Ariane II",78280,Guyancourt,1983,http://www.silicom.fr,,,,,,,Entreprise
silicon-sentier,Silicon Sentier,Silicon Sentier est une association d’entreprises destinée à promouvoir les startups et mutualiser des ressources pour diffuser largement la culture du numérique et favoriser l’émergence de projets individuels ou collectifs en Ile-de-France.,association,startups,,48.870529,2.342367,12 passage Montmartre,75002,Paris,2000,http://www.siliconsentier.org,,SiliconSentier,https://www.facebook.com/siliconsentier,,http://www.linkedin.com/company/123109,,Communauté
silkan,Silkan,Silkan conçoit et commercialise des solutions matérielles et logiciellesd'optimisation des performances des calculateurs (HPC).,ocds,,,48.7929624,2.2195361,"9, rue du Colonel Marcel Moraine",92360,Meudon,2007,http://silkan.com/index.html,,,,,,,Entreprise
simplemail,SimpleMail,"SimpleMail est une plateforme simple et intuitive qui permet d'éditer, de publier, de diffuser et de suivre la performance de vos newsletters.",emailing,newsletter,,48.840672,2.79249,1 avenue Christian Doppler,77700,Serris,2011,http://www.simple-mail.fr,,simplemailfr,https://www.facebook.com/simplemailfr,,,,Entreprise
simplon.co,Simplon.co,"Simplon.co est une fabrique accélérée et rémunérée de développeurs web et d'entrepreneurs sociaux du numérique destinée aux jeunes issus de la diversité, des quartiers populaires, en décrochage scolaire et aux filles.",developpeur,entrepreneur,,48.854352,2.435775,55 rue de Vincennes,93100,Montreuil,2013,http://www.simplon.co,,simplonco,http://www.facebook.com/Simplon.co,,http://www.linkedin.com/company/3148332,,École
simpoe,Simpoe,Optimiser la conception et la fabrication des pièces plastiques.,ocds,,,48.833166,2.660684,"1, Allée Emile CohlBat. E",77200,Torcy,2005,http://www.simpoe.com,,,,,,,Entreprise
simpulse,Simpulse,"Simpulse a pour ambition d'accélérer la conception des nouveaux systèmes de communication haut débit dans les domaines de la téléphonie mobile, de la télévision numérique, de l'internet sans fil et des communications sécurisées et spatiales.",telecoms,,,48.6407547,2.2204498,13 rue Gambetta,91460,Marcoussis,2011,,,,,,,,Entreprise
simtech-simulation-et-technologie,Simtech Simulation Et Technologie,"SIMTECH réalise des projets de recherche et innovation pour ses clients. nos domaines d'intervention couvrent tout le calcul scientifique, en particulier la simulation et l'optimisation de systèmes complexes.",ocds,,,48.8774802,2.2926329,37 rue des Acacias,75017,Paris,1993,http://www.simtech.fr,,,,,,,Entreprise
simulity,Simulity,"We offer support, training and consulting services to our consumers to help them deliver value-added applications.",securite,,,48.9028973,2.2709295,"39, boulevard Georges Clémenceau",92400,Courbevoie,2010,http://www.simulity.com/,,,,,,,Entreprise
sirdata,SirData,SirData est une plateforme de monétisation qui permet aux éditeurs web et aux marchands de générer des profits grâce au trafic existant de leur site en y insérant un simple tag de collecte de données anonymes sur le comportement de leurs visiteurs.,monetisation,trafic,data,48.875801,2.34134,8 rue de Châteaudun,75009,Paris,2012,http://www.sirdata.com,,,,,http://www.linkedin.com/company/2765878,,Entreprise
sispia,Sispia,Le cœur de métier de SISPIA est le traitement avancé de données et de connaissances associées pour l’amélioration de la performance et le management du risque.,securite,,,48.8484979,2.454442,"18, Allée Henri Dunant",94300,Vincennes,2003,http://www.sispia.fr,,,,,,,Entreprise
sistech,Sistech,SISTECH est une société française spécialisée dans la sécurité des télécommunications et le développement de solutions système Windows® et embarqués.,securite,,,48.8722866,2.3282454,"28, rue de Caumartin",75009,Paris,1998,,,,,,,,Entreprise
siveo,Siveo,"Les solutions développées par SIVEO permettent de créer, manager et utiliser les différents moteurs de virtualisation depuis une interface unique qui simplifie et centralise les infrastructures de virtualisation.",,,,48.4054664,2.6871752,43 rue Royale,77300,Fontainebleau,2008,http://www.siveo.net/,,,,,,,Entreprise
skeelbox,Skeelbox,Skeelbox est une agence de conseil et de stratégie ecommerce.,conseil,strategie,ecommerce,48.876446,2.351271,82 rue d'Hauteville,75010,Paris,2012,http://www.skeelbox.com,,skeelbox,https://www.facebook.com/Skeelbox,,http://www.linkedin.com/company/2939195,,Prestataire
sketchfab,Sketchfab,"Sketchfab est une plateforme en ligne de publication, de partage et d'embarquement de modèles 3D interactifs en temps réel sans plugin.",3d,,,48.869508,2.341908,28 place de la Bourse,75002,Paris,2012,http://www.sketchfab.com,,sketchfab,https://www.facebook.com/SketchFab,,http://www.linkedin.com/company/2538189,,Entreprise
skimm,Skimm,Skimm est une application mobile de paiement.,paiement,mobile,ecommerce,48.872379,2.35754,82 rue du Faubourg Saint-Martin,75010,Paris,2011,http://www.skimm.fr,,skimmfr,https://www.facebook.com/skimmfr,,http://www.linkedin.com/company/1671476,,Entreprise
slimpay,SlimPay,SlimPay développe et met en œuvre en mode hébergé des solutions sécurisées de paiement en ligne.,paiement,ecommerce,,48.871448,2.34791,10 rue du Faubourg Poissonnière,75010,Paris,2009,http://www.slimpay.com,,slimpay,,,http://www.linkedin.com/company/1509498,,Entreprise
small-iz-beautiful,small IZ beautiful,small IZ beautiful est le premier site de stage et d’emploi cadre dédié aux PME de croissance.,,,,48.85831309600047,2.372509196000408,26 rue du chemin vert 75011,,,2010,http://www.smallizbeautiful.fr/,perrine@smallizbeautiful.fr,,https://www.facebook.com/pages/small-iz-beautiful/210051580138,,,,Entreprise
smart-impulse,Smart Impulse,"Smart Impulse permet aux gestionnaires de bâtiments de mieux suivre, comprendre et maîtriser leurs consommations d'électricité dans la durée grâce au Smart Analyzer.",energie,,,48.7660089,2.2864571,"Incubateur Ecole Centrale Paris, Grande Voie des Vignes",92295,Chatenay Malabry,2011,http://www.smart-impulse.com/,,,,,,,Entreprise
smart-technologies,Smart Technologies,Smart Technologies est un fournisseur de tableaux interactifs.,education,,,48.872235,2.229375,15 rue Pagès,92150,Suresnes,1987,http://www.smarttech.com,,SMART_Tech_FR,https://www.facebook.com/SMART.Technologies.France,,http://www.linkedin.com/company/smart-technologies,,Entreprise
smart-tribune,Smart Tribune,Smart Tribune permet de créer un espace conversationnel en ligne pour personnaliser la relation client des entreprises.,conversation,relationclient,,48.89006,2.40316,24 rue du Pré Saint-Gervais,93500,Pantin,2011,http://www.smart-tribune.com,,SmartTribune,https://www.facebook.com/SmartTribune,https://plus.google.com/117093348636751274846,http://www.linkedin.com/company/2474024,,Entreprise
smartee-press,Smartee Press,"Smartee Press innove dans le domaine du print-to-mobile, en tant qu'éditeur du magazine Smartee et du logiciel SmarteePrint pour éditeurs et annonceurs en presse écrite.",,,,48.87063246700046,2.4104317050004056,10 avenue de la porte de Ménilmontant,75020 Paris,,2012,http://smarteepress.com,jafs@smarteepress.com,JA_FS,https://www.facebook.com/Smartee.Press,,,,Entreprise
smartesting,Smartesting,Smartesting est un éditeur de logiciel indépendant fournisseur d'une solution innovante qui garantit et certifie l'alignement des applications du système d'information avec les processus métiers de l'entreprise.,ocds,,,48.8767654,2.3178868,48 rue de La Bienfaisance,75008,Paris,2003,http://www.smartesting.com,,,,,,,Entreprise
smartgrains,Smartgrains,"SmartGrains aide les automobilistes à se garer plus facilement, et les exploitants à optimiser l’usage des infrastructures de stationnement.",stationnement,capteurs,,48.87175,2.3415,14 boulevard Montmartre,75008,Paris,2009,http://www.smartgrains.com,,smartgrains,https://www.facebook.com/smartgrains,,http://www.linkedin.com/company/313820,,Entreprise
smartnest-solutions,SmartNest Solutions,"SmartNest s’adresse aux entreprises avec une solution innovante de sauvegarde de données, permettant la mutualisation des ressources inexploitées sur les postes des collaborateurs.",,,,48.8315535590005,2.338391062000426,9 rue Dareau,75014 Paris,,2013,http://smartnest-solutions.com,contact@smartnest-solutions.com,,,,http://www.linkedin.com/company/3336713,,Entreprise
smartpanda-network,SmartPanda Network,"SmartPanda Network est une plateforme de réseau social inter-entreprises, confidentielle et sécurisée par Infogreffe.",reseausocial,rse,interentreprises,48.870351,2.341352,10 rue Saint-Marc,75002,Paris,2012,http://www.smartpanda-network.com,,SmartPandaNetwk,https://www.facebook.com/smartpandanetwork,,,,Entreprise
smartside,Smartside,"Société innovante et experte à la convergence Energie-Télécom, nous nous engageons pour le développement durable en proposant des solutions concrètes pour améliorer l’efficacité énergétique et la maîtrise de la demande.",energie,ambition-pme,,48.89215,2.3444472,110 rue des Poissonniers48 voie Cl18,75018,Paris,2011,http://www.smart-side.com,,,,,,,Entreprise
smile,Smile,Smile est une société d'experts des architectures web et des solutions open source.,opensource,,,48.8900084,2.2799515,48 rue de Villiers,92300,Levallois-Perret,1990,http://www.smile.fr,,,,,,,Entreprise
smoon-digital,Smoon Digital,"Smoon Digital développe Cylapp, une plateforme de création et de publication d'histoires interactives pour tablettes.",edition,,,48.843559,2.35122,2 rue Saint-Médard,75005,Paris,2012,http://www.cylapp.com,,cylapp,https://www.facebook.com/Cylapp,https://plus.google.com/105778449330013442844,http://www.linkedin.com/company/3003146,,Entreprise
snapcar,SnapCar,Snapcar est une application mobile connectée à un réseau de voitures avec chauffeur.,mobile,voitureavecchauffeur,,48.773502,2.240701,La Boursidière,92350,Le Plessis Robinson,2012,http://www.snapcar.com,,snapcar,https://www.facebook.com/SnapCar,,http://www.linkedin.com/company/2690529,,Entreprise
sncf,SNCF,,transport,telecoms,,48.9183448,2.355855,6 Av François Mitterrand Cedex,93574,Saint-Denis,1995,http://www.sncf.com,,,,,,,Entreprise
snjv,SNJV,Le Syndicat National du Jeu Vidéo défend les intérêts des professionnels du jeu vidéo et intervient dans tous les domaines permettant de préserver ou développer la compétitivité des entreprises de production de jeu vidéo implantées en France.,syndicat,jeuvideo,,48.85334,2.3704,2 rue de la Roquette,75011,Paris,2008,http://www.snjv.org,,Julv_SNJV,https://www.facebook.com/dgsyndicatnationaldujeuvideo,,,,Communauté
